franchise,season,episode,lang,overview
PULSE,55,12,en-US,"A micro-adventure turns into horror: The friends Ayla Ömer, Viola Klemm and Marlene Seifert try to find their way back home from the deep forest without any technical aids. They want to test whether this ""dropping"" in unfamiliar terrain is safe for their sheltered teenage children. But when night falls, the three neighbors from middle-class Bremen-Schwachhausen are lost in the forest - and the next morning one of them is dead.

The Bremen investigators Liv Moormann and Linda Selb encounter many inconsistencies and numerous suspects. On the one hand, there is the “cell phone man”, who years ago secretly photographed campers while they were sleeping and is suspected of murdering a woman. On the other hand, the seemingly intact facade of the well-off neighborhood with the husbands Klaus Seifert, Emre Ömer and Mirko Klemm gradually begins to crack. There are also arguments among the teenage children. Selb's aunt, Johanna Selb, has a lot of insider information about the suspects."
PULSE,55,13,en-US,"Workers find a female torso in a sewer beneath Munich Central Station. During their investigation, Batic, Leitmayr and Hammermann come across disturbing violent videos on the Internet. The cases seem to be connected and it quickly becomes clear that there could be another murder soon. In their desperate search for the perpetrator, the detectives encounter a frightening world of crimes displayed online - and end up in danger themselves."
PULSE,55,14,en-US,"At a crime scene in the zoo, detectives Tessa Ott and Isabelle Grandjean experience a surprise: the victim is a chimpanzee. Although public prosecutor Anita Wegenast classifies the terrible act as damage to property in a formally legally correct but morally questionable way, Tessa, indignant, continues to investigate on her own. But little by little, more and more bodies appear in Zurich, which at first glance have little in common. There could also be a crime behind the disappearance of a suspect. The investigator Ott and Grandjean are forced to act. Only when they recognize a pattern in the actions can they solve the murder mystery. However, the fact that her careerist superior Wegenast, who is well connected and working on her promotion, wants to take advantage of the results of the investigation turns out to be a risky move in a political game..."
PULSE,55,15,en-US,"A man was killed in a secret location under a bridge. The chief inspectors Ballauf and Schenk find out that the victim, the unemployed Peer Schwarz, was deliberately run over by a car. In his apartment they find large amounts of cash and documents that point to the systematic blackmail of well-known personalities. Did Peer Schwarz have to die at the hands of one of his own blackmail victims? A trail also leads Ballauf and Schenk to the popular former pop singer Mariella Rosanelli, who now runs a youth center. During the investigation, an argument breaks out between Ballauf and Schenk. Freddy accuses Max of not really paying attention. He isn't either, because Nicola Koch has recently won Max Ballauf's heart. Just another short affair, as Schenk suspects, or will Max Ballauf finally settle down? When Ballauf realizes that there could be a possible connection between his private happiness and the current case, his newfound work-love balance becomes a tightrope walk for him..."
PULSE,55,16,en-US,"A dead man died in his house from multiple stab wounds, but there are no signs of break-in or evidence of robbery. Initial investigations also lead nowhere until Karow comes across a hidden door in the house. What the two inspectors find there takes their breath away.  Bonard and Karow immerse themselves in the Vietnamese world of Berlin. You meet the veterinarian Dr. Lê Müller from Charlottenburg. Müller knows the dead man from before and knows more than she lets on, but she doesn't trust the police. The LKA officer Pham Thi Mai puts Bonard and Karow on the trail of a young Vietnamese woman - is she the woman they are looking for? The investigation leads Karow to a pagoda in Lichtenberg, where the souls of the ancestors have their place. However, the community's cultural center is under acute threat of demolition. This hits a sore spot for Karow. In order to solve the challenging case, Bonard and Karow also have to grow together emotionally as a team."
PULSE,55,17,en-US,"Hansi Pagel has been in prison for several years, convicted of violence against his wife Andrea and their children. He comes into the focus of inspectors Franziska Tobler and Friedemann Berg when the psychologist and psychiatric expert Lisa Schieblon is found strangled in the trunk of her car."
PULSE,55,18,en-US,"The Viennese rapper ""Ted Candy"" is on the way up: good-looking, talented - and business-minded! In order to switch to a bigger label, the newcomer breaks away from his mentor Akman Onur. When Ted dies after a concert - high on coke and full of adrenaline - Moritz Eisner and Bibi Fellner don't have to look long for a suspect."
PULSE,55,19,en-US,"Tobias Benzinger is shot dead, a young lawyer in a law firm with a considerable number of rather shady clients and a high success rate in criminal cases. Franziska Tobler and Friedemann Berg suspect that his death could have something to do with the law firm's cases. The head of the law firm, Rainer Benzinger, is extremely negative towards this theory. He retreats entirely into attorney-client confidentiality, refuses to allow any insight into his clients' affairs, and is not swayed by the fact that Tobias was his stepson. Friedemann Berg is outraged by this behavior, especially since he has learned that the two Benzingers had different opinions about the direction of the law firm."
PULSE,55,20,en-US,"Tristan Grünfels, a psychologist and victim counselor for the Frankfurt police, has problems. He keeps losing his temper, talking to himself and then losing touch with his already dysfunctional family. When he leaves the chaos of his home one morning to head to his practice, one thing leads to another and he kills a police officer. Unfortunately, a misunderstanding leads him to become the victim counselor for the relatives and thus unintentionally accompanies Janneke and Brix in the investigation into the murder case. While his inner voice keeps telling him to turn himself in to the police, everything only gets worse: his wife is having an affair, his teenage daughter is pregnant and his son prefers smoking weed to going to school. The situation escalates and the entanglements between Grünfels, Brix and Janneke culminate in a major showdown."
PULSE,55,21,en-US,"Everyone in prison liked Lenni. And everyone believed in the 25-year-old's innocence. When Lenni takes his own life, his sisters are plunged into deep despair.

Shortly afterwards, another death occurs: this time Karl Dellmann and his wife Katja and their family are directly affected. Like a devilish game of dominoes, events in Nuremberg unfold one after the other - at the end of which two families, united in grief and loss, face each other, separated by anger and guilt.

Paula Ringelhahn, Felix Voss and Wanda Goldwasser must try to stop a series that leaves a trail of destruction and death behind."
