token,freq,df,sample,weight
wcw,62,46,DX looks to cause dissension in The Hart Foundation. The Undertaker insists that he will never fight his brother Kane. Following a lackluste,0
hostage,62,60,"With Mike Tyson now the newest member of DX, ""Stone Cold"" Steve Austin vows to take the show hostage until he comes face to face with Mr. Mc",-2
effort,62,62,"""Stone Cold"" Steve Austin defends his WWE Championship against a bizarre opponent. WWE cameras go to the front lines as DX takes the war to ",0
trish,62,62,"While the rivalry between Triple H and Chris Jericho continues to escalate, Women's Champion Stephanie McMahon plans a special surprise for ",0
mercury,62,57,Shawn Michaels' personal rivalry with Edge leads The Heartbreak Kid into a main event Street Fight against The Rated-R Superstar. After mock,0
rodriguez,62,60,Match #1: John Morrison & Alex Riley vs Dolph Ziggler & Jack Swagger Match #2: Kofi Kingstonvs The Miz Match #3: Jerry Lawler & Sheamus vs D,0
brodus,62,62,"Sheamus and Santino Marella vs. Wade Barrett and Jinder Mahal
Kofi Kingston vs. Daniel Bryan
""The Funkasaurus"" Brodus Clay vs. Curt Hawkins
",0
wanted,62,56,"Braun Strowman wanted The Big Dog and, well, he got him. After demanding a confrontation with Universal Champion Roman Reigns, The Monster A",0
arrived,62,59,"In Raw’s turbulent main event, Sami Zayn and Matt Riddle arrived on Raw from a travel delay just in time to help Kevin Owens repel a 3-on-1 ",0
moira,62,60,Vivien learns the horrific truth about the house's first residents and Ben's visitor causes him to further unravel about what really happene,0
sam,62,60,Daniel spends some father-daughter time with a traumatized Sam. Johnny plans to form a new karate dojo but struggles to come up with a cool,0
couples,62,62,"Reeling from Nick's confession, the other couples must decide whether to reveal the truth to Anne before she suffers a public embarrassment.",0
majin,62,51,The Z-Fighters race to stop Babidi’s cronies from delivering the pure energy that will be used resurrect the dreaded Majin Buu. Will they fi,0
games,61,59,"The games resume, and Gi-hun fixates on confronting Kang Dae-ho. Meanwhile, Kim Jun-hee faces a sudden crisis that pushes her willpower to i",0
dates,61,55,"Sakuta had been unable to see Mai, who was not only busy with work but had an order from her agency forbidding her from going on dates. The ",0
holiday,61,59,"Gabby and friends go all out for an extra special holiday, throwing a ""paw-tastic"" party, complete with homemade decorations and dessert.",0
animal,61,59,"Gabby, Pandy and their curious crew set out on an animal safari to find a mysterious creature.",0
stuck,61,60,Gabby and Pandy blast off to Planet Caturn after CatRat gets stuck there looking for space cheese.,0
present,61,60,Santa Kitty is on his way to the Mermaid Christmas Cruise to give the first present of the year to MerCat's baby sister Hsiu Hsiu — and we'r,0
teaches,61,60,"Benny Box has a big smile — and his first tooth! After Kitty Fairy teaches Benny how to use a toothbrush, it's party time with a special gue",0
destruction,61,61,Yokozuna's path of destruction continues when he battles Crush. Tatanka battles it out with New York's own Brooklyn Brawler.,-1
debut,61,60,Earthquake and Adam Bomb face off in a WrestleMania X rematch. The debut of Shawn Michaels' Heartbreak Hotel and much more!,0
piper,61,61,"WWE pays the piper as they introduce the new acting president. Shawn Michaels faces Yokozuna in the main event. Plus, Diesel, and many more.",0
short,61,60,"After DX's reenactment of Survivor Series comes up short, WWE Champion Shawn Michaels makes a special offer to Jim ""The Anvil"" Neidhart. The",0
handle,61,61,"""Stone Cold"" Steve Austin addresses the current state of WWE before continuing his search for payback on whoever ran him over at the 1999 Su",0
pursuit,61,60,The NWO promises to reveal a shocking surprise that will change the very nature of Raw. The Undertaker's pursuit for the WWE Undisputed Cham,0
cloud,61,59,"With a giant ash cloud hovering over Europe, thanks to an erupting volcano in Iceland, air travel has been severely restricted, causing most",0
human,61,60,"As a singer of sinister songs and a director of horror films, Raw special guest host Rob Zombie has experience with the darker side of human",0
finn,61,60,"After two grueling Fatal 4-Way Matches set the stage for an intense Raw main event clash between Finn Bálor and Roman Reigns, it was the ath",0
college,61,61,"When Sheldon is no longer academically challenged at Medford High, he audits a college class taught by Dr. John Sturgis.",0
bheem,61,59,"All Bheem wants to do is chase a flower in the woods, but can he grab it before a hungry lion gets him?",0
think,60,60,"As alliances form among the players, no one is safe in the dorm after lights-out. The third game challenges Gi-hun's team to think strategic",0
halloween,60,56,"Gi-hun finally gets hold of an invitation, marked for Halloween day. In a tense moment facing Jun-ho, they reveal their truths to each other",0
helping,60,60,"A pumpkin lantern made of glass comes crashing down in a plaza in front of Sakuragicho Station, just as a social media post with the hashtag",0
music,60,56,"Sakuta has a dream that Mai reveals herself as the true identity of Touko Kirishima at a music festival held on April 1st. At the same time,",0
hat,60,54,"A tiny top hat delivery leads to a dazzling day for new magician Baby Box; meanwhile, her closest friends help her perform a boppin'-and-hop",0
art,60,51,"The Gabby Cats need to make a special art project for Baby Box's Meow-Seum Day. But with many different ways to make art, who knows what the",0
throw,60,60,"Peppa and George are helping Granny and Grandpa Pig tidy their attic, but they have trouble deciding what to throw out, because Granny and G",0
support,60,60,"A member of The Hart family joins The King's Court to show his support for Bob Backlund. Plus, Double J, Mabel, and more in action.",0
regarding,60,60,Lex Luger faces Yokozuna in a King of the Ring qualifying match. Jerry Lawler has a message for Bret Hart regarding their upcoming match.,0
celebration,60,59,"Mr. McMahon welcomes The Rock as the new WWE Champion. But before the celebration can get under way, ""Stone Cold"" Steve Austin reveals a cla",0
fernando,60,60,"Tonight's episode of Raw is being broadcast live from the Pepsi Center in Denver, CO. The scheduled matches for tonight’s card are:

Singles",0
returned,60,59,"In one of the most jaw-dropping moments in sports-entertainment history, Shane McMahon returned to WWE after six years away from the company",0
corbin,60,57,"They might not be friends, but on Monday Night Raw, Finn Bálor and Men’s Money in the Bank contract winner Braun Strowman united against the",0
avoid,60,60,"Without Dr. Sturgis’ university class, Sheldon must find a new way to stay academically challenged. Also, Mary helps Pastor Jeff avoid tempt",-1
serial,60,60,"While Jake and Holt secretly team up to hunt for a serial killer, Amy and Rosa seek revenge for a sexist assignment.",0
doflamingo,60,50,"With Law's true ambitions revealed, Doflamingo goes into action in order to protect his criminal operation! Caesar slips away from Luffy lea",0
contestants,60,53,"The contestants face off in a flag football game that offers chaos and catharsis, while a party prompts apologies — and incendiary new accus",0
favorite,59,58,"When Gabby and Pandy score party passes to DJ Catnip's music festival, they board a groovy bus to watch shows featuring all their favorite G",0
prize,59,58,Peppa and her family are at the school fete where the top prize in the raffle is a trip in a hot air balloon.,0
london,59,59,Madame Gazelle takes the whole class to London for the day where they are given a tour by the Queen herself!,0
devastating,59,59,"After being out for months following a devastating boating accident, Brutus 'The Barber' Beefcake returns to face 'The Million Dollar Man' T",0
upset,59,59,Can Razor Ramon avenge his upset loss to The Kid? Marty Jannetty faces Doink the Clown in a 2-out-of-3 Falls Contest.,0
latest,59,58,"Mr. McMahon reveals his master plan to end ""Stone Cold"" Steve Austin's reign as WWE Champion, however Ken Shamrock may take care of things a",0
knight,59,57,The Corporation looks for revenge on DX by placing them in some brutal matches including forcing Road Dogg to defend his Hardcore Championsh,0
mel,59,58,"While everyone’s favorite TV mom Florence Henderson tried to keep the Raw roster on the straight and narrow, The Nexus would have none of it",0
missy,59,58,"While Mary, Connie and Missy have their girls night at the salon, the three Cooper men plan their road trip to see the space launcher, but i",-1
holt,59,58,"When tightly wound Capt. Holt takes over the precinct, carefree Det. Jake Peralta and his dysfunctional coworkers' lives get demanding.",0
lincoln,59,57,"Michael Scofield, a structural engineer, attempts to rob a bank in order to get incarcerated at Fox River State Penitentiary, where his brot",0
wolowitz,59,58,"Penny hosts a Halloween party, putting Leonard, Sheldon, Wolowitz, and Koothrappali through a new test of their social skills.",0
mateo,59,58,WWE Women's Champion Tiffany Stratton successfully defended her title against Nia Jax in SmackDown's main event. JC Mateo defeated LA Knight,0
allies,58,58,The remaining players strategize on how to survive the night. Gi-hun proposes a risky plan — but he will need trustworthy allies to carry it,1
pushes,58,58,"The games resume, and Gi-hun fixates on confronting Kang Dae-ho. Meanwhile, Kim Jun-hee faces a sudden crisis that pushes her willpower to i",0
social,58,57,"Upon inducing a case of ""Puberty Syndrome"" where two copies of herself exists, Rio ends up staying at Sakuta's house for the time being. Mea",0
feel,58,58,"Unable to deal with a commercial filming well as the actress Mai Sakurajima, Nodoka gradually starts to feel a strong sense of inferiority. ",0
almost,58,58,It’s almost time to get groovy at the music store grand opening! Can Gabby and Pandy earn enough kitty coins to buy an instrument?,0
small,58,57,"Peppa and family go camping, but soon realise that their tent is too small for everyone to fit in.",0
rematch,58,58,Doink the Clown faces off against Mr. Perfect in singles action. Razor Ramon discusses a rematch with The Kid and even offers him money to c,0
approaches,58,58,Macho Man' Randy Savage faces Irwin R. Schyster and tensions rise between Yokozuna and The Undertaker as their casket match approaches.,0
known,58,58,"""Stone Cold"" Steve Austin faces The Artist Formerly Known as Goldust. With Triple H out of action due to a knee injury, Commissioner Slaught",0
x-pac,58,58,"""Stone Cold"" Steve Austin confronts Undertaker about his recent assault at the hands of Kane and Mankind. The ominous Hell in a Cell makes i",0
